file_name,video_id,title,upload_date,year,duration_seconds,duration_human,view_count,like_count,category,format,topics,top_terms,synopsis
My honest advice to someone who wants financial freedom (7nxUAyxNUKE).md,7nxUAyxNUKE,My honest advice to someone who wants financial freedom,2025-09-02,2025,4588,1:16:28,123369,3531,Education,q&a,money-finance,"freedom, financial, about, like, own, honest, advice, someone, wants, can, going, people","该视频属于q&a内容。Hey friends, in this special Freedom Fridays episode, I'm sharing what I've learned about financial freedom after nearly two decades online: the real skills you need, why luck is a myth, and the exact frameworks that helped me and my students make money on our own terms. This one's a bit different since I filmed it during a live workshop in London, but I wanted to share the lessons with you. Enjoy x"
My honest advice to someone who wants financial freedom (BBAuhqvT_ds).md,BBAuhqvT_ds,My honest advice to someone who wants financial freedom,2024-04-23,2024,2610,43:30,2688667,82303,Education,q&a,"money-finance, career-life","money, make, financial, freedom, business, advice, someone, honest, wants, online, about, now","该视频属于q&a内容。The other day I had a conversation with someone about their financial goals. It sparked the idea for this video, where I share my honest advice to anyone who wants to hit financial freedom. I hope you get some value out of it! Enjoy x"
My honest advice to someone who wants passive income (GgSNvCY-AcY).md,GgSNvCY-AcY,My honest advice to someone who wants passive income,2024-12-27,2024,2551,42:31,540060,11436,Education,q&a,money-finance,"income, passive, about, some, now, own, advice, people, book, honest, someone, wants","该视频属于q&a内容。Hey friends, this is another video where I'm sharing a conversation I had with a friend about how to achieve financial freedom. In this one, I'm focusing specifically on the principles around passive income and how to build it for yourself. I hope you find some value in it! Enjoy xx"
My iMac Productivity Desk Setup (QuD7I_o1WP0).md,QuD7I_o1WP0,My iMac Productivity Desk Setup,2021-05-18,2021,496,8:16,379332,9601,Education,review,tools-tech,"desk, setup, imac, productivity, tour, it's, apple, like, got, productive, podcasts, way","该视频属于review内容。In this video I reveal my new new productive, minimalist desk setup featuring the 2021 iMac which has replaced my ultra-wide desktop."
My new podcast - Microphone setup + reflections (r8I4eVoEiQQ).md,r8I4eVoEiQQ,My new podcast - Microphone setup + reflections,2018-09-11,2018,1014,16:54,23724,700,People & Blogs,interview,tools-tech,"i'm, about, reflections, stuff, microphone, setup, audio, then, behind, it's, see, all","该视频属于interview内容。In this episode of Tech Tuesdays, I'm unboxing and setting up my new podcast audio gear, and then sharing some reflections about why I'm starting a podcast, my rationale behind investing money in equipment and generally the idea of showing a behind-the-scenes look at the start of this process. Enjoy xx"
"Obstetrics, Gynaecology and Baking - Cambridge University medical student VLOG #06 (Q6fwLEO3G3Q).md",Q6fwLEO3G3Q,"Obstetrics, Gynaecology and Baking - Cambridge University medical student VLOG #06",2017-09-22,2017,231,3:51,15158,364,People & Blogs,vlog,medicine,"cambridge, medical, student, vlog, medicine, obstetrics, university, i'm, gynaecology, society, some, quite","该视频属于vlog内容。In today's episode, we attend a meeting of the Cambridge University Obstetrics & Gynaecology Society (CUOGS) and spend the afternoon getting some artsy-looking shots of shortbread being baked (and not turning out so well)."
One Simple Habit that Changed My Life (Fk3csAdegBI).md,Fk3csAdegBI,One Simple Habit that Changed My Life,2020-07-12,2020,941,15:41,566205,15931,Education,talk,general,"listening, speed, listen, one, podcasts, audiobooks, it's, stuff, i'm, like, simple, habit","该视频属于talk内容。Hey guys, today I'm going to tell you about how speed listening to content vastly improved my life and why you should also give it a go."
Oxbridge Medicine Interview - 15 Tips (Oxford _ Cambridge) (s6NR6YQcxyA).md,s6NR6YQcxyA,Oxbridge Medicine Interview - 15 Tips (Oxford / Cambridge),2017-10-28,2017,812,13:32,25432,745,Education,interview,"medicine, study-learning","cambridge, medicine, oxford, interview, university, answer, oxbridge, know, medical, don't, ask, see","该视频属于interview内容。In this video, we go through 15 tips for the Oxford and Cambridge Medicine interviews."
Oxbridge Medicine Interview - Q&A (4LN1eqJcTaU).md,4LN1eqJcTaU,Oxbridge Medicine Interview - Q&A,2017-11-21,2017,1348,22:28,25974,695,Education,q&a,"medicine, study-learning","medicine, cambridge, interview, oxbridge, oxford, university, about, all, done, need, medical, questions","该视频属于q&a内容。This video tackles 9 questions that you sent in about the Oxford / Cambridge medicine interview. Timestamps to everything below, so feel free to click through to get the most out of it, or alternatively, watch the whole video for a solid 22 minutes of me talking about the Oxford/Cambridge medicine interview. Enjoy xx"
PRODUCTIVE Day in the Life of an Aspiring Gymshark Athlete (x-hGIYZj2Rw).md,x-hGIYZj2Rw,PRODUCTIVE Day in the Life of an Aspiring Gymshark Athlete,2020-12-22,2020,534,8:54,170363,5879,Education,vlog,medicine,"productivity, gymshark, doctor, athlete, coffee, productive, vlog, myself, workout, hashtag, aspiring, junior",该视频属于vlog内容。In this video I'll be taking you through an average day on my quest to become an elite Gymshark athlete.
Pakistan Society Ball - Cambridge University medical student VLOG #28 (JHjREDj7Tag).md,JHjREDj7Tag,Pakistan Society Ball - Cambridge University medical student VLOG #28,2018-04-02,2018,523,8:43,106587,3012,Education,vlog,general,"pakistan, cambridge, society, ball, paksoc, university, oxford, some, vlog, national, medical, student","该视频属于vlog内容。In today's episode, we take a look back at PakSoc Ball 2018. A fellow medic and I sing Ed Sheeran + Beyonce's 'Perfect' duet, we catch up with some friends from Oxford and I share some unsolicited thoughts about ethnic diversity at Cambridge University. Enjoy xx"
Payphone (Maroon 5) - Katherine Macfarland & Ali Abdaal acoustic cover (7APfFjfnNBc).md,7APfFjfnNBc,Payphone (Maroon 5) - Katherine Macfarland & Ali Abdaal acoustic cover,2017-01-04,2017,155,2:35,108964,2498,Education,music,general,"cover, all, payphone, maroon, it's, acoustic, i'm, love, katherine, macfarland, trying, turned","该视频属于music内容。First cover of 2017! We both love this song, so we thought we'd give it a go and see what happens."
Perfection - M1 MacBook Air (2020) Review (s5nrAKLZgMM).md,s5nrAKLZgMM,Perfection - M1 MacBook Air (2020) Review,2020-11-18,2020,992,16:32,656239,15181,Education,review,general,"macbook, air, apple, review, laptop, now, processor, like, get, i'm, can, about",该视频属于review内容。Today I'll be taking a look at the brand new MacBook Air with Apple's new M1 Processor.
Preparing for the SJT - Ali's Vlog #21 (k0WvM8ZezVU).md,k0WvM8ZezVU,Preparing for the SJT - Ali's Vlog #21,2018-01-03,2018,226,3:46,15381,333,Education,vlog,"medicine, study-learning","cambridge, vlog, medicine, medical, student, it's, sjt, about, like, preparing, show, ali's","该视频属于vlog内容。This episode of The Vlog is loosely based around a day preparing for the Situational Judgment Test (SJT). We roam a little around Cambridge with camera in-hand, do a group revision session at a friend's house, meet with a Consultant transplant surgeon to discuss an app idea, and end with a trip to the ADC Theatre to see the Cambridge University Show Choir performing. Enjoy xx"
Procrastinating before finals - Cambridge University medical student VLOG #19 (oFBdXVnGgx0).md,oFBdXVnGgx0,Procrastinating before finals - Cambridge University medical student VLOG #19,2017-12-23,2017,306,5:06,23718,518,Education,vlog,"medicine, study-learning","cambridge, vlog, medical, student, medicine, before, then, kind, like, college, three, procrastinating","该视频属于vlog内容。This episode covers the 3 days before our medical school final written exams. We take things pretty chill, singing Christmas carols in the chapel of Trinity College and travelling to London for a birthday dinner, before journeying back to Cambridge in the snow. Enjoy xx"
Productive Day in the Life in Lockdown __ Behind the Scenes of my iPad Pro Videos (i2Fm4hyZTMc).md,i2Fm4hyZTMc,Productive Day in the Life in Lockdown // Behind the Scenes of my iPad Pro Videos,2020-04-19,2020,594,9:54,259943,6786,Education,vlog,tools-tech,"study, ipad, lockdown, morning, productive, things, i'm, behind, scenes, pro, university, all","该视频属于vlog内容。in this video, I take you through a day in my life, during lockdown, spending all day at home and filming a tonne of stuff for the new iPad Pros. Enjoy xx"
Productivity for Lazy People - The RAD System (gcGquCZxsJc).md,gcGquCZxsJc,Productivity for Lazy People - The RAD System,2021-07-04,2021,802,13:22,486823,18634,Education,talk,"productivity, tools-tech","productivity, like, productive, lazy, people, stuff, system, get, work, rad, management, way","该视频属于talk内容。Nobody wants to work more than they have to so in this video I'll be going over the Reduce-Automate-Delegate system (RAD for short), which in essence is a productive way for lazy people to get stuff done."
"Q & A - 5,000 Subscribers! (ZuarurfP4BA).md",ZuarurfP4BA,"Q & A - 5,000 Subscribers!",2018-03-21,2018,976,16:16,26651,922,Education,talk,"medicine, study-learning","medicine, cambridge, medical, student, vlog, think, know, about, like, really, it's, subscribers",该视频属于talk内容。If you’ve got any more questions please DM me on instagram and I’ll either answer your directly or answer in a subsequent video :)
Reading Mean Comments (oWRw-Qu4h8g).md,oWRw-Qu4h8g,Reading Mean Comments,2019-12-21,2019,946,15:46,481692,14916,Education,talk,"medicine, career-life","roast, doctor, forehead, about, medical, reading, mean, comments, comedy, instagram, humor, roasted",该视频属于talk内容。In this video I let myself get roasted over 100 times for the purpose of charity. Thanks everyone for participating in the roast and congrats to the winner.
Reading Mean Online Comments About Me (U60rqe2KC1E).md,U60rqe2KC1E,Reading Mean Online Comments About Me,2024-09-10,2024,1454,24:14,111711,4447,Education,talk,youtube-creator,"comments, mean, about, reading, online, not, going, book, negative, people, think, hey","该视频属于talk内容。Hey gang, haven't done a video reacting to mean comments in a while so thought it'd be fun to test out again. Hope you find some of it valuable! Enjoy x"
Ready Player One + 'My First Million' - Monthly Favourites #12 (Qu1QNcetiK0).md,Qu1QNcetiK0,Ready Player One + 'My First Million' - Monthly Favourites #12,2019-09-24,2019,839,13:59,62959,1878,Education,talk,study-learning,"monthly, one, first, favourites, really, ready, player, about, million, like, book, class","该视频属于talk内容。In this instalment of the Monthly Favourites series, we talk about (1) Ready Player One by Ernest Cline, (2) The My First Million podcast, (3) the blog of Nat Eliason, and (4) the board game One Night Ultimate Werewolf. Enjoy xx"
Real-Time Study With Me - 2 Hours With Music (cTH824WnA3U).md,cTH824WnA3U,Real-Time Study With Me - 2 Hours With Music,2022-04-06,2022,7069,1:57:49,412953,7773,Education,music,"study-learning, tools-tech","study, real-time, music, live, productive, podcasts, abdal, real, motivation, inspiration, together, buddy","该视频属于music内容。In this video, I'll be taking you on a real-time 2 hour write-with-me journey as I spend some time writing the next chapter of my upcoming book. The video contains relaxing music throughout, along with ambient noise from The Hart Hotel in London where we filmed this."
Real-Time Study With Me - 3.5 Hours With Music (fKNiV9UHPPo).md,fKNiV9UHPPo,Real-Time Study With Me - 3.5 Hours With Music,2020-04-28,2020,12547,3:29:07,1830551,22020,Education,music,general,"study, real-time, music, real, motivation, inspiration, live, together, buddy, pomodoro, technique, productive","该视频属于music内容。In this video, I'll be taking you on a 3.5-hour study-with-me journey in real-time. The video contains relaxing music throughout, along with ambient noise from my room and mechanical keyboard."
Reapplying to Medicine (UK) - A comprehensive guide (LYypqnPLOaM).md,LYypqnPLOaM,Reapplying to Medicine (UK) - A comprehensive guide,2018-08-06,2018,1824,30:24,29079,981,People & Blogs,tutorial,"medicine, study-learning","medicine, reapplying, anton, medical, got, really, offers, application, like, any, around, comprehensive","该视频属于tutorial内容。In this interview, I talk to Anton, a 6th year medical student at Emmanuel College, Cambridge. Anton got 4 rejections the first time he applied, but he tactically worked on his application and got an offer from Cambridge University after taking a gap year. In this video, Anton addresses a load of questions that you’ll hopefully find helpful if you’re reapplying to medicine."
Recommended Tech for Students 🎧📱 (9VXC9fWQ_aI).md,9VXC9fWQ_aI,Recommended Tech for Students 🎧📱,2019-03-26,2019,601,10:01,703799,20060,People & Blogs,talk,general,"tech, school, get, students, not, about, recommended, student, talk, i'm, want, everyone",该视频属于talk内容。The first 200 people to purchase get 10% off with coupon code ABDAAL
Reflecting On My Fears - Day in the Life (HPcIwHwZIhI).md,HPcIwHwZIhI,Reflecting On My Fears - Day in the Life,2021-12-03,2021,1155,19:15,220875,9637,Education,vlog,youtube-creator,"start, i'm, some, vlog, reflecting, morning, fears, productive, want, writing, i've, one","该视频属于vlog内容。Hey friends, welcome back to another day in the life video, this time I'm spending my Saturday introspectively reflecting with Tim Ferriss' fear setting exercise to help me better understand what I want from this YouTube channel and where I want it to go."
"Relationships, Annoying Habits and More - Q&A with my Housemate (hRx1ShvWWeI).md",hRx1ShvWWeI,"Relationships, Annoying Habits and More - Q&A with my Housemate",2021-03-21,2021,1297,21:37,478469,15153,Education,q&a,general,"housemate, sheen, it's, does, questions, not, one, annoying, dating, think, relationships, habits",该视频属于q&a内容。In this video my housemate Sheen and I are going to be answering some of your guys' spicy questions.
Revamping My Living Room - Day In The Life (nsUL3sRh6Ek).md,nsUL3sRh6Ek,Revamping My Living Room - Day In The Life,2020-10-14,2020,478,7:58,291885,9193,Education,vlog,general,"furniture, revamping, living, room, then, vlog, i'm, doctor, way, take, because, some","该视频属于vlog内容。Hey friends, in this episode of Day In The Life I'll be revamping my entire house with some snazzy new furniture and new gadgets. Hope you enjoy :)"
Revealing ALL My Investments at 27 (MgI6iquuuzA).md,MgI6iquuuzA,Revealing ALL My Investments at 27,2021-08-15,2021,1555,25:55,834150,25379,Education,talk,money-finance,"investing, investment, portfolio, stock, few, revealing, investments, financial, i'm, about, money, all","该视频属于talk内容。In this video I'll be going over each part of my investment portfolio, along with revealing a few lessons I've learned over the last few years of investing."
"Reviewing Kindles - Standard, Paperwhite, Signature, Oasis (nQggHK36gK8).md",nQggHK36gK8,"Reviewing Kindles - Standard, Paperwhite, Signature, Oasis",2022-01-27,2022,811,13:31,968364,24695,Education,review,general,"kindle, paperwhite, oasis, signature, one, standard, review, kindles, then, super, buy, going","该视频属于review内容。Hey friends, in this video, we're taking a quick look at Amazon's newly released Kindles and which one I recommend you buy for 2022! Upfront, my conclusion is that you should go for the Paperwhite, but the standard kindle is also pretty good and much cheaper, it just comes with a few compromises. The Signature and Oasis are both pretty ridiculous unless you have money to burn or a very niche use-case. Hopefully this video helps with your decision! Enjoy xx"
Rolling in the Deep (Adele) - Duranka Perera & Ali Abdaal acoustic cover (XJHM0fEH3ss).md,XJHM0fEH3ss,Rolling in the Deep (Adele) - Duranka Perera & Ali Abdaal acoustic cover,2016-04-05,2016,149,2:29,76394,887,Music,music,music,"rolling, deep, adele, acoustic, cover, duranka, perera, heart, all, play, love, scars","该视频属于music内容。Our first 'proper' video! One of our all-time favourite songs, sung by the insanely talented Duranka Perera."
Singing carols in the hospital - Cambridge University medical student VLOG #18 (CCzBoNeBKXc).md,CCzBoNeBKXc,Singing carols in the hospital - Cambridge University medical student VLOG #18,2017-12-22,2017,347,5:47,9041,274,Education,music,medicine,"cambridge, medical, medicine, student, vlog, singing, we're, carols, hospital, like, some, i'm","该视频属于music内容。In today's episode, we're supposed to be preparing for our finals, but instead end up singing some carols at the local hospital, filming some videos about medical ethics and being recognised by a medicine applicant in a restaurant. Enjoy xx"
Smart Passive Income + The Third Door - Monthly Favourites #11 (H2_WC2bcKE8).md,H2_WC2bcKE8,Smart Passive Income + The Third Door - Monthly Favourites #11,2019-08-06,2019,684,11:24,78649,2406,Education,talk,money-finance,"really, book, like, third, monthly, door, favourites, about, smart, passive, income, alex","该视频属于talk内容。In this video, we talk about (1) The Third Door, an amazing book by Alex Banayan, (2) The Smart Passive Income Podcast by Pat Flynn, (3) an incredible Shiatsu massage electronic device thing, and (4) a blogger I started following recently called Tynan who famously bought an island. Enjoy xx"
Speaking at a Medical Tech Conference - Cambridge University medical student VLOG #13 (TdCaWsDb7uo).md,TdCaWsDb7uo,Speaking at a Medical Tech Conference - Cambridge University medical student VLOG #13,2017-11-18,2017,405,6:45,11496,356,Education,vlog,medicine,"medical, cambridge, student, vlog, medicine, conference, about, tech, like, talk, i'm, kind","该视频属于vlog内容。This episode is a 2-day highlight reel of the International Technology-Enabled Care Conference, a medical technology conference in Birmingham that I gave a short talk at. We explore Birmingham city centre in glorious slow-mo, have some free refreshments, play a bit of 'My Heart Will Go On' and reflect on how it feels to give a talk to an audience of 6. Enjoy xx"
Speaking on Live TV - Cambridge University medical student VLOG #10 (eOamw4SB5T8).md,eOamw4SB5T8,Speaking on Live TV - Cambridge University medical student VLOG #10,2017-10-21,2017,158,2:38,21797,493,Education,vlog,medicine,"cambridge, medical, medicine, student, vlog, i'm, live, about, like, we're, gonna, university","该视频属于vlog内容。In today's episode, we take a trip to London to appear on a live TV show aimed at giving advice about the Medicine application to communities that don't often have a way to access that information. Enjoy xx"
"Starting A Business is Easy, Actually (0E9ZcyCpMIs).md",0E9ZcyCpMIs,"Starting A Business is Easy, Actually",2023-09-27,2023,1109,18:29,318057,10760,Education,talk,"tools-tech, business, youtube-creator","business, feel-good, enjoy, starting, actually, build, through, going, easy, apps, i've, model","该视频属于talk内容。So over the past 6 years I've built my business whilst being relatively stress free and maintained a relatively balanced life. I call this a Feel-Good Business, and in this video I go through what this business model looks like. Enjoy x"
Stop Scrolling_ How to Take Back Control from Your Phone (SjvsfBvfyvI).md,SjvsfBvfyvI,Stop Scrolling: How to Take Back Control from Your Phone,2024-07-19,2024,956,15:56,381220,13822,Education,tutorial,youtube-creator,"phone, addiction, social, media, i'm, unlocked, stop, scrolling, take, control, detox, break","该视频属于tutorial内容。I've struggled with phone addiction at times, and I know so many other people who have as well, so I wanted to make a video deep diving into why it's so hard to overcome and what we can do about it. I hope you get some value from it! Enjoy x"
Stop Waiting_ Productivity Advice I Wish I Knew Sooner (hcz1Q4gweYQ).md,hcz1Q4gweYQ,Stop Waiting: Productivity Advice I Wish I Knew Sooner,2024-07-26,2024,1597,26:37,201742,6945,Education,q&a,"business, youtube-creator","advice, about, productivity, stop, andy, perfectionistic, going, want, waiting, wish, knew, sooner","该视频属于q&a内容。A member of my audience Andy asked me a question recently about perfectionism, so I'm hoping this video goes some way to show how I think about it and approach it, and hopefully helps Andy out :) Enjoy xx"
Stop Wasting Time - 11 Tools to Double Your Focus (uYTEFWVPx_8).md,uYTEFWVPx_8,Stop Wasting Time - 11 Tools to Double Your Focus,2024-03-29,2024,1571,26:11,773083,20709,Education,talk,"productivity, tools-tech, youtube-creator","focus, tools, management, stop, manage, help, work, tree, school, wasting, double, students","该视频属于talk内容。How to improve focus is one of the questions I get asked most. Whether you're a student, creator, professional or entrepreneur, being able to focus easily is extremely helpful. This video is the final in a three part series about focus, where we're going through 11 tools to help you stay focused. Let me know what you find useful in the comments! Enjoy x"
Stop Wasting Time - 5 Time Management Skills to Master (tpB3BMlNrno).md,tpB3BMlNrno,Stop Wasting Time - 5 Time Management Skills to Master,2024-02-21,2024,959,15:59,505880,13475,Education,talk,"youtube-creator, business, productivity","manage, management, it's, about, don't, things, skills, really, one, not, stop, wasting","该视频属于talk内容。Hey friends, this is the final of 3 videos in a series about how to manage your time better when you have a full time job. I feel really passionate about this stuff because being able to manage my time well when I was a full time doctor here in the UK, allowed me to start and grow my YouTube channel and business on the side. So I really hope there's some useful takeaways for you in here. Enjoy x"
"Stress, Regrets and Inspirations - Q&A with Kharma Medic (8B_O04IdW9M).md",8B_O04IdW9M,"Stress, Regrets and Inspirations - Q&A with Kharma Medic",2020-12-17,2020,1236,20:36,113679,4254,Education,q&a,"medicine, productivity, youtube-creator","medical, school, questions, list, all, regrets, medic, management, stress, inspirations, kharma, to-do",该视频属于q&a内容。00:55 How do you manage your to-do list?
Students' Wilderness Medicine UK Conference - Cambridge University medical student VLOG #14 (wq4b928Q32g).md,wq4b928Q32g,Students' Wilderness Medicine UK Conference - Cambridge University medical student VLOG #14,2017-11-25,2017,387,6:27,8695,271,Education,vlog,"medicine, study-learning","medicine, wilderness, really, cambridge, conference, all, got, students, student, like, medical, vlog","该视频属于vlog内容。This episode focuses on our 3-day adventure at SWMUK (Students Wilderness Medicine UK), a conference for medical students and paramedics interested in expedition/wilderness/mountain medicine. We camped out in some random field in Nottingham for 2 nights, attended some inspiring talks and workshops, and had a generally great time."
Study Tips - How to learn new content (fBXnxlLR0PY).md,fBXnxlLR0PY,Study Tips - How to learn new content,2018-12-22,2018,744,12:24,1617749,62013,People & Blogs,tutorial,study-learning,"study, learn, content, about, first, you're, two, make, good, way, techniques, all",该视频属于tutorial内容。So we all know that Active Recall and Spaced Repetition are the most efficient ways of revising material. But how do we actually learn the content for the first time? That's what I try to answer in this video. Enjoy xx
Study Tips for First Year Medical Students (uNQUJ6ezOJ0).md,uNQUJ6ezOJ0,Study Tips for First Year Medical Students,2018-09-15,2018,2002,33:22,641868,23243,People & Blogs,talk,"study-learning, medicine","medical, first, like, year, student, study, all, students, medicine, school, we're, i'm","该视频属于talk内容。Hey team, in this video we're talking through 10 study tips for first year medical students. We talk about how to approach your studies, tips for revising efficiency, tips for getting the most out of lectures, and the much-requested topic of the best resources for anatomy, physiology, biochemistry, pharmacology and pathology. Enjoy xx"
Study With Me + 10 Productivity _ Revision Tips - Cambridge University medical student VLOG #31 (0VjvUUHsuYs).md,0VjvUUHsuYs,Study With Me + 10 Productivity / Revision Tips - Cambridge University medical student VLOG #31,2018-04-18,2018,525,8:45,327610,8696,Education,vlog,study-learning,"study, productivity, revision, medical, student, vlog, together, exam, about, cambridge, university, motivation","该视频属于vlog内容。Another 'study with me' video, but we include 10 productivity / revision tips that you might like to apply to your own studies. Featuring spaced repetition and active recall, the most efficient study techniques. Enjoy xx"
Study With Me - A Super Productive Day (PhrhAa8P9wM).md,PhrhAa8P9wM,Study With Me - A Super Productive Day,2019-12-17,2019,565,9:25,491621,13241,Education,talk,study-learning,"study, lecture, super, productive, notes, exams, all, make, some, i'm, take, can","该视频属于talk内容。My brother and I host a weekly podcast where we discuss happiness, creativity and the human condition. You can find it by searching “Not Overthinking” on any podcast app (eg: Spotify, Apple Podcasts, Google Podcasts etc)."
Study With Me - British Airways Business Class (H7zolPUcJCM).md,H7zolPUcJCM,Study With Me - British Airways Business Class,2019-12-31,2019,705,11:45,552270,13162,Education,talk,study-learning,"study, business, class, british, airways, start, exams, studying, get, very, it's, off","该视频属于talk内容。This is a hybrid Study with Me / Day in the Life vlog. We start off in a capsule hotel in Japan, then hop on the British Airways Business Class flight home to London. With a bit of studying along the way. Enjoy xx"
Study With Me - Scoping the Subject ft. Just Eat (ijOuQh_ZRcU).md,ijOuQh_ZRcU,Study With Me - Scoping the Subject ft. Just Eat,2018-10-29,2018,459,7:39,251354,6859,People & Blogs,talk,study-learning,"study, eat, revision, i'm, can, then, evernote, scoping, subject, exams, revise, i'll",该视频属于talk内容。围绕《Study With Me - Scoping the Subject ft. Just Eat》展开，主要涉及 study-learning。
Study With Me - Weekend on-call (N0xpPCJK9iE).md,N0xpPCJK9iE,Study With Me - Weekend on-call,2020-03-06,2020,619,10:19,152340,4357,Education,talk,study-learning,"study, get, weekend, some, on-call, exams, very, head, about, studying, like, restaurant","该视频属于talk内容。If you’d like to talk, I’d love to hear from you. Tweeting @aliabdaal directly will be the quickest way to get a response, but if your question is very long, feel free to email me at hi@aliabdaal.com. I try my best to reply to things but there sadly aren't enough hours in the day to respond to everyone 😭"
Study With Me in the French Alps - USMLE Preparation (_NJWXVSs65c).md,_NJWXVSs65c,Study With Me in the French Alps - USMLE Preparation,2020-04-14,2020,610,10:10,197149,5299,Education,talk,study-learning,"study, timetable, revision, french, alps, usmle, some, preparation, make, get, chalet, head","该视频属于talk内容。If you’d like to talk, I’d love to hear from you. Tweeting @aliabdaal directly will be the quickest way to get a response, but if your question is very long, feel free to email me at hi@aliabdaal.com. I try my best to reply to things but there sadly aren't enough hours in the day to respond to everyone 😭"
Study with Me + Active Recall tips _ Life as a Junior Doctor (YHJzSbLiQNs).md,YHJzSbLiQNs,Study with Me + Active Recall tips | Life as a Junior Doctor,2018-11-29,2018,446,7:26,563925,15870,People & Blogs,talk,"medicine, study-learning","study, doctor, junior, get, cambridge, some, active, recall, student, medical, vlog, i'm","该视频属于talk内容。Another study with me video! Today we're continuing the journey of preparing for the ALS (Advanced Life Support) course, and along the way I share some pointers for how to effectively use Active Recall."
Study with Me + Anki Flashcard Method - Ali Abdaal (W-EpiaPcgTk).md,W-EpiaPcgTk,Study with Me + Anki Flashcard Method - Ali Abdaal,2019-05-21,2019,435,7:15,1384866,34024,Education,talk,study-learning,"study, anki, method, exam, medical, quick, i'm, because, flashcard, flashcards, revision, through",该视频属于talk内容。Use coupon code ALI50 for 50% off any subscription plan :)
Study with Me + How I Learn New Content (96McQ3PHU7A).md,96McQ3PHU7A,Study with Me + How I Learn New Content,2019-11-20,2019,399,6:39,387027,13065,Education,talk,study-learning,"study, i'm, learn, notes, topic, subject, content, exams, take, studying, app, specific","该视频属于talk内容。In this episode of the Study with Me series, we're doing a cheeky study vlog of me preparing for a physiology supervision, teaching the Muscles topic to first year medical students at Cambridge University. I show you my system for learning new material, and how I take notes to Scope the Subject using OneNote, and how I generate Active Recall questions for the students to answer. Enjoy!"
Study with Me + How I take Notes (HuX3yT4rvDs).md,HuX3yT4rvDs,Study with Me + How I take Notes,2019-10-24,2019,364,6:04,734862,18345,Education,talk,general,"notes, study, take, i'm, taking, lecture, slides, school, medical, cambridge, after, physiology",该视频属于talk内容。围绕《Study with Me + How I take Notes》展开，主要涉及 general。
Study with Me + How I take notes - Cambridge University medical student VLOG #36 (JZln56h2GkM).md,JZln56h2GkM,Study with Me + How I take notes - Cambridge University medical student VLOG #36,2018-05-28,2018,444,7:24,92100,2437,People & Blogs,vlog,study-learning,"study, cambridge, university, medical, student, notes, about, vlog, take, some, really, think","该视频属于vlog内容。Another STUDY WITH ME YAAASSSSSSS. This time, we do a group work session in the garden and I talk about my process for making notes. We include a couple of over-the-top slow-mo sequences and end with a cheeky game of Articulate. Enjoy xx"
Study with Me + Revision tips from friends - Cambridge University medical student VLOG #32 (Ra1ykDUnwpM).md,Ra1ykDUnwpM,Study with Me + Revision tips from friends - Cambridge University medical student VLOG #32,2018-04-24,2018,766,12:46,135201,4075,People & Blogs,vlog,"study-learning, medicine","study, revision, it's, cambridge, university, vlog, jake, medical, student, motivation, revise, well","该视频属于vlog内容。Continuing my new career as a revision YouTuber, here's another 'Study with Me' video. We do a lot of group work, attend a revision session, have a chill day and hear from various Cambridge medical students offering their tips for effective study / revision. Enjoy xx"
Study with Me - Hustle & Chill (9otYs7w7DBY).md,9otYs7w7DBY,Study with Me - Hustle & Chill,2020-08-11,2020,423,7:03,201271,6464,Education,talk,"medicine, tools-tech","study, i'm, myself, notion, vascular, pathology, studying, going, some, hustle, chill, then","该视频属于talk内容。Hey friends, in today's video we're going to be studying for USMLE and trying to be as productive as possible while hanging out with friends."
Study with Me - Resuscitation Training _ Life as a Junior Doctor (t_TkT07u7yU).md,t_TkT07u7yU,Study with Me - Resuscitation Training | Life as a Junior Doctor,2018-11-23,2018,359,5:59,201376,5028,People & Blogs,talk,"medicine, study-learning","study, doctor, junior, i'm, medical, working, resuscitation, training, vlog, cambridge, through, student","该视频属于talk内容。In this episode of Study with Me, we're working through the course materials for the ALS (Advanced Life Support) course which teaches doctors and other healthcare professionals how to resuscitate patients who are on the verge of death. Enjoy xx"
Study with me + More revision tips - Cambridge University medical student VLOG #34 (PcMVfAb9sxI).md,PcMVfAb9sxI,Study with me + More revision tips - Cambridge University medical student VLOG #34,2018-05-21,2018,720,12:00,234531,5521,People & Blogs,vlog,"study-learning, medicine","study, cambridge, revision, university, vlog, exam, like, student, about, notes, medical, uni","该视频属于vlog内容。Here's another Study with Me video to hopefully give you a boost of motivation + some revision tips in the lead up to exams. We spend 6 hours in the Cambridge Clinical School library being super productive, using active recall and spaced repetition to maximise our efficiency. Enjoy xx"
Study with me + My revision method - Cambridge University medical student VLOG #30 (yiRYn97GJhM).md,yiRYn97GJhM,Study with me + My revision method - Cambridge University medical student VLOG #30,2018-04-10,2018,457,7:37,319170,7739,Education,vlog,study-learning,"study, get, medical, student, i'm, revision, cambridge, university, vlog, like, about, really","该视频属于vlog内容。This is my first ever Study With Me video, where I time-lapse my work on a random day of the Easter holidays. I show you how I use Anki Flashcards, and share my tips for creating an Active Recall spreadsheet. Enjoy xx"
